paper_id,paper_title,metric,metric_smaller_category,metric_larger_category,outcome,outcome_smaller_category,outcome_larger_category,outcome_instrument,analysis_method,analysis_result
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,da - hr,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,cc - hr,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,cc - hr,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,wc - hr low frequency,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,wc - hr low frequency,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,wc - hr high frequency,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
57,Shared Experiences of Technology and Trust: An Experimental Study of Physiological Compliance Between Active and Passive Users in Technology-Mediated Collaborative Encounters,wc - hr high frequency,heart rate,physiological,performance in task,performance,product,multiattribute task battery program,lme,non-sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,count of faces looking at screen,gaze / eye direction,gaze,synchronisation,coordination,product,researcher codes,regression,sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,distance between hands,hand motion,body,individual accountability,coordination,product,researcher codes,regression,sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,distance between hands,hand motion,body,individual accountability,individual cognitive processes,process,researcher codes,regression,sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,distance between hands,hand motion,body,synchronisation,coordination,product,researcher codes,regression,sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,distance between hands,hand motion,body,synchronisation,coordination,product,researcher codes,regression,sig
58,Using Multimodal Learning Analytics to Identify Aspects of Collaboration in Project-Based Learning,distance between hands,hand motion,body,physical engagement,individual cognitive processes,process,researcher codes,regression,sig
60,Modeling Collaboration Patterns on an Interactive Tabletop in a Classroom Setting,touch patterns,touch,activity log,social regulation,coordination,product,rogat and linnenbrink-garcia’s framework,calculation,84.2%
60,Modeling Collaboration Patterns on an Interactive Tabletop in a Classroom Setting,touch patterns,touch,activity log,social regulation,individual cognitive processes,process,rogat and linnenbrink-garcia’s framework,calculation,84.2%
61,Toward Using Multi-Modal Learning Analytics to Support and Measure Collaboration in Co-Located Dyads,total movement across upper body joints and body parts,gross body motion,body,collaboration quality,coordination,product,experimenter code,correlation,sig
61,Toward Using Multi-Modal Learning Analytics to Support and Measure Collaboration in Co-Located Dyads,total movement across upper body joints and body parts,gross body motion,body,collaboration quality,communication,product,experimenter code,correlation,sig
61,Toward Using Multi-Modal Learning Analytics to Support and Measure Collaboration in Co-Located Dyads,talking time,speech participation,verbal,collaboration quality,coordination,product,experimenter code,correlation,sig
61,Toward Using Multi-Modal Learning Analytics to Support and Measure Collaboration in Co-Located Dyads,talking time,speech participation,verbal,collaboration quality,communication,product,experimenter code,correlation,sig
62,An Alternate Statistical Lens to Look at Collaboration Data: Extreme Value Theory,evt of spatial entropy,gaze / eye direction,gaze,collaboration outcome,performance,product,ns,regression,sig
62,An Alternate Statistical Lens to Look at Collaboration Data: Extreme Value Theory,evt of spatial entropy,gaze / eye direction,gaze,post-test score,learning,product,pre-post test,regression,sig
63,Going beyond what is visible: What multichannel data can reveal about interaction in the context of collaborative learning?,facial expression,facial expression,head,type of working activity,coordination,product,researcher codes,calculation,ns
63,Going beyond what is visible: What multichannel data can reveal about interaction in the context of collaborative learning?,facial expression,facial expression,head,type of interaction,communication,product,researcher codes,anova,sig
63,Going beyond what is visible: What multichannel data can reveal about interaction in the context of collaborative learning?,physiological simultaneous arousal,electrodermal activity,physiological,type of working activity,coordination,product,researcher codes,calculation,ns
63,Going beyond what is visible: What multichannel data can reveal about interaction in the context of collaborative learning?,physiological simultaneous arousal,electrodermal activity,physiological,type of interaction,communication,product,researcher codes,calculation,ns
64,Task-independent Multimodal Prediction of Group Performance Based on Product Dimensions,speaking turn features (x4),speech participation,verbal,"quality of produced outcome (6 dimensions including length, originality, quality of presentation, etc)",performance,product,researcher codes,unsup. machine learning,sig
64,Task-independent Multimodal Prediction of Group Performance Based on Product Dimensions,acoustic features (x13),audio features,verbal,"quality of produced outcome (6 dimensions including length, originality, quality of presentation, etc)",performance,product,researcher codes,unsup. machine learning,sig
64,Task-independent Multimodal Prediction of Group Performance Based on Product Dimensions,head motion features (x5),head motion,head,"quality of produced outcome (6 dimensions including length, originality, quality of presentation, etc)",performance,product,researcher codes,unsup. machine learning,sig
64,Task-independent Multimodal Prediction of Group Performance Based on Product Dimensions,linguistic features (x300+),verbal content,verbal,"quality of produced outcome (6 dimensions including length, originality, quality of presentation, etc)",performance,product,researcher codes,unsup. machine learning,sig
66,Toward Collaboration Sensing,network features (+20),gaze / eye direction,gaze,collaboration quality,coordination,product,"meier, spada and rummel coding scheme",sup. machine learning,85-100%
66,Toward Collaboration Sensing,network features (+20),gaze / eye direction,gaze,collaboration quality,communication,product,"meier, spada and rummel coding scheme",sup. machine learning,85-100%
66,Toward Collaboration Sensing,network features (+20),gaze / eye direction,gaze,collaboration quality,coordination,product,"meier, spada and rummel coding scheme",correlation,sig
66,Toward Collaboration Sensing,network features (+20),gaze / eye direction,gaze,collaboration quality,communication,product,"meier, spada and rummel coding scheme",correlation,sig
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,number of faces looking at screen,head motion,head,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,mean distance between learners,location,body,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,mean distance between hands,hand motion,body,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,mean hand movement speed,hand motion,body,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,mean audio level,audio features,verbal,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,arduino measure of complexity,task-related,activity log,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,arduino active hardware blocks,task-related,activity log,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,arduino active software blocks,task-related,activity log,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,arduino active blocks,task-related,activity log,artefact quality,performance,product,researcher codes,sup. machine learning,24%
69,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,student work phases,task-related,activity log,artefact quality,performance,product,researcher codes,sup. machine learning,24%
70,Multimodal prediction of expertise and leadership in learning groups,pause duration,speech participation,verbal,leadership,group composition,condition,assigned,t-test,sig
70,Multimodal prediction of expertise and leadership in learning groups,pause duration,speech participation,verbal,expertise,group composition,condition,problem solving performance,t-test,non-sig
70,Multimodal prediction of expertise and leadership in learning groups,articulation rate,audio features,verbal,leadership,group composition,condition,assigned,t-test,sig
70,Multimodal prediction of expertise and leadership in learning groups,articulation rate,audio features,verbal,expertise,group composition,condition,problem solving performance,t-test,non-sig
70,Multimodal prediction of expertise and leadership in learning groups,peak slope,audio features,verbal,leadership,group composition,condition,assigned,t-test,sig
70,Multimodal prediction of expertise and leadership in learning groups,peak slope,audio features,verbal,expertise,group composition,condition,problem solving performance,t-test,sig
70,Multimodal prediction of expertise and leadership in learning groups,spectral stationarity,audio features,verbal,leadership,group composition,condition,assigned,t-test,sig
70,Multimodal prediction of expertise and leadership in learning groups,spectral stationarity,audio features,verbal,expertise,group composition,condition,problem solving performance,t-test,non-sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,faces looking at screen (fls),head motion,head,collaborative problem solving,coordination,product,researcher codes,sup. machine learning,sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,faces looking at screen (fls),head motion,head,collaborative problem solving,performance,product,researcher codes,sup. machine learning,sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,distance between learners (dbl),location,body,collaborative problem solving,coordination,product,researcher codes,sup. machine learning,sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,distance between learners (dbl),location,body,collaborative problem solving,performance,product,researcher codes,sup. machine learning,sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,audio level (aud),audio features,verbal,collaborative problem solving,coordination,product,researcher codes,sup. machine learning,sig
71,Estimation of success in collaborative learning based on multimodal learning analytics features,audio level (aud),audio features,verbal,collaborative problem solving,performance,product,researcher codes,sup. machine learning,sig
73,Unpacking Collaborative Learning Processes during Hands-on Activities using Mobile Eye-Trackers,joint-visual attention,gaze / eye direction,gaze,collaboration quality,coordination,product,researcher codes,correlation,sig
73,Unpacking Collaborative Learning Processes during Hands-on Activities using Mobile Eye-Trackers,joint-visual attention,gaze / eye direction,gaze,collaboration quality,communication,product,researcher codes,correlation,sig
73,Unpacking Collaborative Learning Processes during Hands-on Activities using Mobile Eye-Trackers,joint-visual attention,gaze / eye direction,gaze,collaboration quality,coordination,product,researcher codes,correlation,sig
73,Unpacking Collaborative Learning Processes during Hands-on Activities using Mobile Eye-Trackers,joint-visual attention,gaze / eye direction,gaze,collaboration quality,communication,product,researcher codes,correlation,sig
74,3D Tangibles Facilitate Joint Visual Attention in Dyads,joint visual attention,gaze / eye direction,gaze,collaboration quality,coordination,product,researcher codes,correlation,sig
74,3D Tangibles Facilitate Joint Visual Attention in Dyads,joint visual attention,gaze / eye direction,gaze,collaboration quality,communication,product,researcher codes,correlation,sig
74,3D Tangibles Facilitate Joint Visual Attention in Dyads,joint visual attention,gaze / eye direction,gaze,student performance,performance,product,correctness,regression,sig
74,3D Tangibles Facilitate Joint Visual Attention in Dyads,joint visual attention,gaze / eye direction,gaze,learning gains,learning,product,pre-post test,correlation,sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,joint movement,gross body motion,body,task performance,performance,product,researcher codes,correlation,sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,joint movement,gross body motion,body,collaboration,coordination,product,researcher codes,correlation,non-sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,joint movement,gross body motion,body,collaboration,communication,product,researcher codes,correlation,non-sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,joint angle,gross body motion,body,task performance,performance,product,researcher codes,correlation,sig / mixed
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,dyad proximity,location,body,collaboration,coordination,product,researcher codes,correlation,non-sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,dyad proximity,location,body,collaboration,communication,product,researcher codes,correlation,non-sig
75,Exploring Collaboration Using Motion Sensors and Multi-Modal Learning Analytics,dyad proximity,location,body,task performance,performance,product,researcher codes,correlation,sig
78,Real-time mutual gaze perception,joint visual attention,gaze / eye direction,gaze,learning gains,learning,product,pre/post test,mediation,sig
78,Real-time mutual gaze perception,cognitive load (from pupil size),eye physiology,gaze,learning gains,learning,product,pre/post test,mediation,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"signal matching (sm),",electrodermal activity,physiological,collaborative will,interpersonal relationship / perception,process,self report,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"signal matching (sm),",electrodermal activity,physiological,collaborative learning product,performance,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"signal matching (sm),",electrodermal activity,physiological,dual learning gains,learning,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"instantaneous derivative matching (idm),",electrodermal activity,physiological,collaborative will,interpersonal relationship / perception,process,self report,regression,sig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"instantaneous derivative matching (idm),",electrodermal activity,physiological,collaborative learning product,performance,product,researcher coded,regression,sig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"instantaneous derivative matching (idm),",electrodermal activity,physiological,dual learning gains,learning,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"directional agreement (da),",electrodermal activity,physiological,collaborative will,interpersonal relationship / perception,process,self report,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"directional agreement (da),",electrodermal activity,physiological,collaborative learning product,performance,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,"directional agreement (da),",electrodermal activity,physiological,dual learning gains,learning,product,researcher coded,regression,sig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,pearson’s correlation coefficient (pcc),electrodermal activity,physiological,collaborative will,interpersonal relationship / perception,process,self report,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,pearson’s correlation coefficient (pcc),electrodermal activity,physiological,collaborative learning product,performance,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,pearson’s correlation coefficient (pcc),electrodermal activity,physiological,dual learning gains,learning,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,fisher’s z-transform (fzt) of the pcc,electrodermal activity,physiological,collaborative will,interpersonal relationship / perception,process,self report,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,fisher’s z-transform (fzt) of the pcc,electrodermal activity,physiological,collaborative learning product,performance,product,researcher coded,regression,nonsig
80,Investigating collaborative learning success with physiological coupling indices based on electrodermal activity,fisher’s z-transform (fzt) of the pcc,electrodermal activity,physiological,dual learning gains,learning,product,researcher coded,regression,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,linguistic features from transcript (65 features),verbal content,verbal,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,voice features (4 features),audio features,verbal,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,nonsig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer helpfulness,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer understanding,interpersonal relationship / perception,process,questionnaire,correlation,sig
82,Multimodal Analysis of Vocal Collaborative Search:A Public Corpus and Results,facial expression features (60 features),facial expression,head,perception of peer clarity,interpersonal relationship / perception,process,questionnaire,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,type of activity done in task,task-related,activity log,task success score,performance,product,researcher coded,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,type of activity done in task,task-related,activity log,subjective perception of collaboration,interpersonal relationship / perception,process,self report,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,amount of face and body movement,gross body motion,body,task success score,performance,product,researcher coded,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,amount of face and body movement,gross body motion,body,subjective perception of collaboration,interpersonal relationship / perception,process,self report,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,target for discussion partner,task-related,activity log,task success score,performance,product,researcher coded,correlation,sig
83,Focused or Stuck Together: Multimodal Patterns Reveal Triads’ Performance in Collaborative Problem Solving,target for discussion partner,task-related,activity log,subjective perception of collaboration,interpersonal relationship / perception,process,self report,correlation,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","signal matching (sm),",mixed,physiological,learning gains,learning,product,pre/post tests,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","instantaneous derivative matching (idm),",mixed,physiological,learning gains,learning,product,pre/post tests,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","directional agreement (da),",mixed,physiological,learning gains,learning,product,pre/post tests,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",pearson’s correlation (pc),mixed,physiological,learning gains,learning,product,pre/post tests,correlation,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",speech activity,speech participation,verbal,learning gains,learning,product,pre/post tests,anova,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","signal matching (sm),",mixed,physiological,collaboration quality: dialogue management,communication,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","signal matching (sm),",mixed,physiological,collaboration quality: reaching consensus,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","signal matching (sm),",mixed,physiological,colaboration quality: reciprocal interaction,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","signal matching (sm),",mixed,physiological,collaboration quality: information pooling,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","instantaneous derivative matching (idm),",mixed,physiological,collaboration quality: dialogue management,communication,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","instantaneous derivative matching (idm),",mixed,physiological,collaboration quality: reaching consensus,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","instantaneous derivative matching (idm),",mixed,physiological,colaboration quality: reciprocal interaction,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","instantaneous derivative matching (idm),",mixed,physiological,collaboration quality: information pooling,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","directional agreement (da),",mixed,physiological,collaboration quality: dialogue management,communication,product,researcher coded,correlation,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","directional agreement (da),",mixed,physiological,collaboration quality: reaching consensus,coordination,product,researcher coded,correlation,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","directional agreement (da),",mixed,physiological,colaboration quality: reciprocal interaction,coordination,product,researcher coded,correlation,sig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning","directional agreement (da),",mixed,physiological,collaboration quality: information pooling,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",pearson’s correlation (pc),mixed,physiological,collaboration quality: dialogue management,communication,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",pearson’s correlation (pc),mixed,physiological,collaboration quality: reaching consensus,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",pearson’s correlation (pc),mixed,physiological,colaboration quality: reciprocal interaction,coordination,product,researcher coded,correlation,nonsig
84,"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",pearson’s correlation (pc),mixed,physiological,collaboration quality: information pooling,coordination,product,researcher coded,correlation,sig
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,head/body movement,gross body motion,body,emerging leadership,group composition,condition,researcher codes,sup. machine learning,sig
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,head/body movement,gross body motion,body,emerging leadership,group composition,condition,researcher codes,sup. machine learning,mixed
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,(non)concurrent speaking length,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,sig
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,(non)concurrent speaking length,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,mixed
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,speaking turn duration / number,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,sig
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,speaking turn duration / number,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,mixed
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,interruption,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,sig
89,Moving as a Leader: Detecting Emergent Leadership in Small Groups using Body Pose,interruption,speech participation,verbal,emerging leadership,group composition,condition,researcher codes,sup. machine learning,mixed
90,Detecting Emergent Leader in a Meeting Environment,visual field of attention on a person features,gaze / eye direction,gaze,emerging leadership (surveyed) + emerging leadership (observed),group composition,condition,questionnaire (the systematic method for the multiple level observation of groups; general leader impression scale) + researcher codes (glis-observers),correlation,mixed
90,Detecting Emergent Leader in a Meeting Environment,visual field of attention on a person features,gaze / eye direction,gaze,emerging leadership (surveyed) + emerging leadership (observed),group composition,condition,questionnaire (the systematic method for the multiple level observation of groups; general leader impression scale) + researcher codes (glis-observers),sup. machine learning,sig
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,speech time and frequency,speech participation,verbal,collaboration,coordination,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,speech time and frequency,speech participation,verbal,collaboration,communication,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,symmetry of speech among group,speech participation,verbal,collaboration,coordination,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,symmetry of speech among group,speech participation,verbal,collaboration,communication,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,total number of touch actions,touch,activity log,collaboration,coordination,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,total number of touch actions,touch,activity log,collaboration,communication,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,symmetry of touch actions among group,touch,activity log,collaboration,coordination,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
92,An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop,symmetry of touch actions among group,touch,activity log,collaboration,communication,product,researcher codes (meier et al.),sup. machine learning,sig (85%)
93,Modelling and Identifying Collaborative Situations in a Collocated Multi-display Groupware Setting,speech quantity,speech participation,verbal,collaboration,communication,product,researcher codes,sup. machine learning,sig
93,Modelling and Identifying Collaborative Situations in a Collocated Multi-display Groupware Setting,physical participation quantity,task-related,activity log,collaboration,communication,product,researcher codes,sup. machine learning,sig
93,Modelling and Identifying Collaborative Situations in a Collocated Multi-display Groupware Setting,number of active participants in group,speech participation,verbal,collaboration,communication,product,researcher codes,sup. machine learning,sig
93,Modelling and Identifying Collaborative Situations in a Collocated Multi-display Groupware Setting,verbal participation symmetry among group,speech participation,verbal,collaboration,communication,product,researcher codes,sup. machine learning,sig
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,time spent individually,location,body,technical ability,performance,product,teaching team assessment,correlation,mixed
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,time spent as a group,location,body,technical ability,performance,product,teaching team assessment,correlation,mixed
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,time spent as a group,location,body,social ability,interpersonal relationship / perception,process,teaching team assessment,correlation,mixed
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,transition probabilities between collaborative state,location,body,technical ability,performance,product,teaching team assessment,correlation,mixed
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,transition probabilities between collaborative state,location,body,time spent in makerspace,performance,product,n/a,correlation,mixed
94,Using Motion Sensors to Understand Collaborative Interactions in Digital Fabrication Labs,transition probabilities between collaborative state,location,body,reported frustration,affective state,process,survey,correlation,mixed
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,judgement of confidence,affective state,process,questionnaire,regression,non-sig
